CNPJ_FUNDO,DENOM_SOCIAL,DT_COMPTC,VL_QUOTA,VL_PATRIM_LIQ,NR_COTST
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-05-23,1.9748317,91026718.65,10925
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-05-24,2.0031267,91860217.39,10937
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-05-25,1.9889626,91196544.42,10977
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-05-26,2.0137297,92484094.49,11009
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-05-29,2.0059312,92256065.56,11045
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-05-30,1.9846776,91176889.42,11089
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-05-31,1.9655285,89230499.62,11115
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-06-01,2.0249782,92317829.97,11138
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-06-02,2.0405443,93045054.39,11159
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-06-05,2.0610577,94333232.09,11189
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-06-06,2.1021062,96304719.94,11250
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-06-07,2.1601456,98105523.88,11324
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-06-09,2.2599899,104488061.58,11403
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-06-12,2.2975764,106592988.41,11497
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-06-13,2.2935743,107958572.09,11564
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-06-14,2.3817466,111397428.91,11640
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-06-15,2.3324159,108631362.48,11707
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-06-16,2.3501815,110254147.98,11789
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-06-19,2.4057039,113279334.64,11848
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-06-20,2.4164181,113431904.12,11902
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-06-21,2.5075608,117185811.47,11966
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-06-22,2.4790691,116152253.78,12018
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-06-23,2.3849881,112014346.28,12081
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-06-26,2.434701,113815739.24,12109
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-06-27,2.4171184,110845669.81,12137
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-06-28,2.4382975,111775142.51,12165
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-06-29,2.4485186,112496415.37,12206
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-06-30,2.3388773,107801996.28,12249
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-07-03,2.3790828,109709255.37,12276
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-07-04,2.3842079,109936551.9,12353
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-07-05,2.3812898,110147938.64,12435
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-07-06,2.347718,109147736.99,12548
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-07-07,2.3367699,108754348.42,12619
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-07-10,2.3404152,109155482.09,12671
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-07-11,2.3112159,107809324.2,12737
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-07-12,2.3126712,107784847.85,12751
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-07-13,2.3462209,108760482.21,12721
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-07-14,2.3038964,106770892.05,12733
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-07-17,2.2995049,106719264.23,12771
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-07-18,2.2878092,105534651.93,12741
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-07-19,2.3074807,105860154.78,12770
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-07-20,2.3096558,105829877.37,12716
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-07-21,2.3497273,108266917.39,12753
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-07-24,2.3949351,110359218.02,12800
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-07-25,2.4459649,113152015.38,12861
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-07-26,2.4459484,113445136.63,12936
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-07-27,2.3284579,107977044.69,12983
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-07-28,2.3554438,109501573.06,13011
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-07-31,2.4538672,113693698.3,13030
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-08-01,2.4166643,112147099.8,13104
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-08-02,2.4115529,111742682.85,13150
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-08-03,2.439997,112614303.84,13169
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-08-04,2.3729027,109581309.35,13198
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-08-07,2.386738,109869434.17,13225
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-08-08,2.3889153,110248542.91,13225
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-08-09,2.4064121,111164259.51,13240
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-08-10,2.4187948,111274475.82,13266
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-08-11,2.413676,111033175.32,13268
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-08-14,2.4194915,111433338.97,13290
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-08-15,2.4355187,112228260.97,13295
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-08-16,2.484997,114154728.81,13306
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-08-17,2.4774892,113757818.98,13322
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-08-18,2.4834692,113314729.43,13316
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-08-21,2.4669494,112388013.48,13327
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-08-22,2.5013871,114279645.83,13351
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-08-23,2.6236909,119937474.75,13330
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-08-24,2.6199136,119130434.31,13342
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-08-25,2.6033666,117279508.02,13353
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-08-28,2.6303651,118614879.08,13399
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-08-29,2.6356061,119205641.82,13437
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-08-30,2.6521045,120361873.59,13459
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-08-31,2.6010533,118589625.01,13481
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-09-01,2.652849,122206193.12,13530
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-09-04,2.6273338,121295896.95,13582
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-09-05,2.7084008,125780021.41,13639
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-09-06,2.7196647,126601027.23,13664
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-09-08,2.7106455,126413354.37,13726
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-09-11,2.7083661,128013163.89,13814
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-09-12,2.7204017,129143220.93,13855
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-09-13,2.682777,127736683.34,13903
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-09-14,2.7459889,131086213.79,13942
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-09-15,2.7474836,131538557.0,13942
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-09-18,2.7654823,133050283.69,13977
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-09-19,2.7716523,133983718.44,14006
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-09-20,2.7778282,134858600.96,14052
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-09-21,2.7368635,133315868.05,14067
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-09-22,2.7577077,135935728.33,14108
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-09-25,2.7747118,137304510.82,14117
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-09-26,2.7136025,135039893.62,14141
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-09-27,2.7955627,139187286.55,14171
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-09-28,2.790139,139116047.83,14162
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-09-29,2.8048222,139775789.17,14180
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-10-02,2.7644525,138273803.99,14220
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-10-03,2.7528452,138297050.44,14288
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-10-04,2.6484102,133864632.68,14332
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-10-05,2.6569133,135411722.09,14367
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-10-06,2.7172716,137973659.33,14328
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-10-09,2.828711,144096949.3,14328
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-10-10,2.8488225,145959389.87,14380
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-10-11,2.8418476,145158616.27,14396
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-10-13,2.9316836,149046883.61,14423
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-10-16,2.9626557,151013553.77,14488
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-10-17,3.0393487,154444278.71,14526
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-10-18,3.1052191,158035667.92,14569
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-10-19,3.0912704,157543056.71,14629
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-10-20,3.0532569,157079987.47,14670
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-10-23,2.85926,146961073.92,14707
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-10-24,2.9002895,148414901.18,14683
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-10-25,2.9149677,148025257.55,14545
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-10-26,2.8863362,147793666.28,14542
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-10-27,2.8664529,144916947.51,14558
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-10-30,2.8385614,143089721.61,14560
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-10-31,2.8122398,141666276.46,14521
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-11-01,2.8416304,142306410.77,14450
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-11-03,2.8741152,143613097.43,14437
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-11-06,2.8717689,143120017.63,14447
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-11-07,2.8260851,141058365.25,14458
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-11-08,2.7680448,138024017.21,14450
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-11-09,2.8229512,140116548.06,14428
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-11-10,2.8105428,138812054.38,14364
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-11-13,2.8855627,142563111.88,14350
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-11-14,2.9234382,144351178.04,14323
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-11-16,2.8746723,141772958.14,14309
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-11-17,2.9644021,146067675.3,14281
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-11-20,2.9667351,145966229.86,14254
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-11-21,2.9479065,144905220.18,14227
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-11-22,2.9483086,144747878.77,14200
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-11-23,2.9490717,144419528.59,14200
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-11-24,2.9568865,144628866.44,14200
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-11-27,2.9411942,144014095.82,14204
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-11-28,2.9827054,146076130.24,14193
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-11-29,2.9536825,144333484.4,14181
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-11-30,3.0069435,146870454.95,14163
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-12-01,2.9880891,144478393.59,14161
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-12-04,2.9285016,141280359.39,14143
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-12-05,2.9159487,140998187.0,14164
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-12-06,2.8179213,136452199.71,14192
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-12-07,2.8116404,136180946.27,14195
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-12-08,2.8955249,140714011.63,14204
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-12-11,2.8853221,140201709.13,14232
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-12-12,2.8633549,139536138.75,14244
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-12-13,2.9017113,141534165.82,14250
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-12-14,2.9604283,143633339.04,14245
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-12-15,2.9667653,143827491.05,14274
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-12-18,3.0017259,144691243.71,14296
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-12-19,3.0342899,145594284.86,14299
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-12-20,3.0446056,146079052.06,14317
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-12-21,3.0453678,145289221.05,14378
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-12-22,3.0731682,146502263.5,14430
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-12-26,3.1205601,148238322.49,14493
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-12-27,3.126017,148437072.87,14534
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-12-28,3.116361,147891493.87,14584
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-12-29,3.1163561,148573228.48,14534
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2024-01-02,3.1599816,150653086.48,14660
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2024-01-03,3.2544981,155276026.63,14741
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2024-01-04,3.2279067,155715148.27,14814
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2024-01-05,3.2351559,156657846.49,14881
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2024-01-08,3.2118421,156302527.21,14924
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2024-01-09,3.1852559,155780156.28,15028
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2024-01-10,3.1570492,153923772.15,15066
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2024-01-11,3.1828063,154844951.24,15069
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2024-01-12,3.1908385,155085391.7,15076
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2024-01-15,3.2238312,157092550.38,15124
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2024-01-16,3.1851547,156063185.39,15219
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2024-01-17,3.1674125,156097461.32,15284
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2024-01-18,3.1553171,155833487.76,15314
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2024-01-19,3.1391913,155261648.98,15332
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2024-01-22,3.1528584,156590622.63,15343
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2024-01-23,3.1907125,158479951.77,15340
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2024-01-24,3.1673404,157276024.38,15340
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2024-01-25,3.2801296,163099129.85,15371
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2024-01-26,3.3349126,165892628.14,15391
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2024-01-29,3.3840266,167404277.37,15384
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2024-01-30,3.3638572,166445786.44,15432
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2024-01-31,3.3743164,167839591.7,15467
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2024-02-01,3.4645956,173211859.49,15505
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2024-02-02,3.4210337,171884672.45,15564
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2024-02-05,3.4355581,172652908.7,15658
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2024-02-06,3.4661564,176584658.78,15808
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2024-02-07,3.5153441,180271812.54,15929
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2024-02-08,3.4878815,179998971.21,16044
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2024-02-09,3.4426493,179326360.95,16148
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2024-02-14,3.4176085,179415152.58,16309
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2024-02-15,3.524006,186029692.05,16425
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2024-02-16,3.5554696,187952614.52,16463
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2024-02-19,3.5723827,190722091.0,16590
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2024-02-20,3.5360233,190341035.19,16718
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2024-02-21,3.5408752,192420732.71,16799
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2024-02-22,3.5150128,193608042.32,16958
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2024-02-23,3.4915869,193656404.15,17090
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2024-02-26,3.5554661,198051657.69,17196
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2024-02-27,3.5505639,199104017.64,17277
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2024-02-28,3.3703639,189671470.76,17359
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2024-02-29,3.3466035,189837285.09,17413
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2024-03-01,3.3498562,191224596.3,17457
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2024-03-04,3.3416682,190945518.61,17496
